W1,T1,W2,T2,W3,T3,W4,T4,W5,T5,W6,T6
取りすがる,cling to,蹴込む,kick in,食らい込む,bite into,這い込む,crawl into,刈り取る,reap,支出,spending
取り崩す,take down,掛け合う,negotiate with each other,吹き上がる,blow up,捩じ込む,twist into,結び上げる,knot up,スピン,spin
遊びに行く,"to go on a trip, to go out to play",浚い込む,dredge up,書き込む,write,冷え込む,become cold,暴れ込む,rampage,精神,spirit
受け続ける,to continue to receive,忍び込む,creep in,盗み取る,steal,躙り込む,crawl into,描き込む,draw in,スピリチュアル,spiritual
取り捨てる,throw away,付き合う,associate with,のし上がる,be pushed up,取り計らう,arrange,結い上げる,tie up,スプリット,split
遊びに来る,"to come and stay, to drop in, to visit",削り込む,carve,借り込む,to borrow,取り調べる,examine,折れ込む,fold in,話した,spoke
借り上げる,borrow,殴り合う,strike each other,追い込む,drive in,取り除く,remove,削り取る,scrape off,スポークスマン,spokesman
取り固める,consolidate,やつれ込む,become gaunt,押さえ込む,hold down,取り逃す,fail to capture,覆い込む,cover,スポーツ,sport
頭に来る,"to get mad, to get pissed off",被せ込む,cover with,縺れ込む,tangle,取り運ぶ,transport,かすめ取る,"scrape off, snatch",スポット,spot
引き抜く,"to pull out, to extract",知り合う,get to know each other,攫い込む,kidnap,混ざり込む,mingle,舞い込む,Fall in,広める,spread
取り巻く,surrounding,黙り込む,become silent,教え込む,teach,染め上げる,dye,むしり取る,pluck off,バネ,spring
増え続ける,to continue to increase,吊るし上げる,hang up,仕立て上がる,tailoring,取り集める,collect,読み込む,read,四角,square
叩き上げる,beat up,しゃがみ込む,crouch down,汲み取る,fetch,取り繕う,mend,もぎ取る,plucking,スクイーズ,squeeze
困り果てる,to be at a complete loss,握り合う,clasp each other's hands,持ち上げる,lifting,取り締まる,crack down on,切り取る,cut off,安定,stability
気が合う,to get along with someone,汲み込む,fill with water,住み込む,live in,浸し込む,immerse,急き込む,Rushing,安定,stable
釣り合う,"to balance, to be in harmony",吸い上げる,suck up,量り込む,measure,取り違える,take by mistake,積み上げる,pile up,スタッフ,staff
当て込む,to count on,溶き込む,Blend in,押し上げる,push up,取り組む,grapple with,回り込む,go around,ステージ,stage
言い続ける,to keep talking,混ざり合う,mingle,写し込む,project,取り返す,get back,引き取る,take back,階段,stair
取り付ける,install,競り合う,compete with each other,運び上げる,carry up,浸り込む,soak in,掴み取る,grasp,ステーク,stake
押し分ける,to push aside,仕込む,stockpile,切れ上がる,cutting,時化込む,weather,競り上げる,bid up,台,stand
召し上げる,call up,盛り込む,embellish,巻き上がる,be rolled up,取り揃える,put together,磨き上げる,polish up,標準,standard
取り扱う,handle,聞き込む,listen in,摘み取る,pluck,信じ込む,believe,だまし取る,defraud someone,立っている,standing
刻み上げる,chop up,重ね上げる,pile up,のぼせ上がる,lifted up,煮上げる,boil up,掃き込む,sweep in,星,star
口に合う,to suit one’s taste,掻っ込む,rake in,攻め取る,attack and capture,捏ね上がる,be kneaded up,編み上げる,knitting,見詰める,stare
疲れ果てる,"to get tired out, to be exhausted",鍛え込む,train,括り上げる,bundle up,編み込む,weave,掬い取る,scoop up,始める,start
取り上げる,take up,捩じり込む,twist into,描き込む,draw in,引き込む,pull in,研ぎ上げる,polish up,州,state
巻き込む,"to roll up, to enfold",振り込む,swing in,のめり込む,soak up,挿し込む,insert,禿げ込む,become bald,声明,statement
書き続ける,to continue writing,立ち合う,stand in a circle,捻じり込む,twist into,洗い上げる,wash up (in the sun),迫り上げる,press for more,駅,station
働き続ける,to continue to work,刺し込む,thrust into,取り合わせる,"to put together, to assemble",洗い込む,wash,練り上げる,knead up,統計,statistics
取り入る,curry favour with,取り戻す,"to take back, to regain",しゃがみ込む,crouch,括れ込む,become constricted,晴れ上がる,clear up,状態,status
思い上がる,be inspired,にらみ合う,glare at each other,眠り込む,fall asleep,取り結ぶ,interconnect,建て込む,build in,止まる,stay
取りただす,correct,入れ込む,into,刻み込む,carve,垂れ込む,drip in,弱り込む,weaken,代わりに,stead
取り上げる,take away,持ち込む,bring in,招き込む,invite in,覚え込む,memorize,引きずり込む,pull in,安定しました,steady
取り下げる,withdraw,向かい合う,face each other,選び取る,pick out,取り決める,decide upon,拭き取る,wipe off,落ち着いた,calm
出し抜く,"to outwit, to outmaneuver",怒鳴り上げる,shout up,曲げ込む,bend into,取り出す,"to take out, to retrieve",突き上げる,push up,カリスマ性がある,charismatic
取り下ろす,take down,分け合う,share,使い込む,spend,取り替える,replace,拭い取る,wipe off,活気のある,energetic
助け上げる,help up,ぶつかり合う,clash,包み込む,envelop,泊まり込む,stay,這いずり込む,crawl into,心大きい,generous
置き換える,"to replace, to move",固め上げる,harden,沈み込む,sink,取り次ぐ,intermediate,転がり込む,roll in,血あり涙あり,sympathetic
取り持つ,mediate,惚れ込む,fall in love,見取る,"perceive, understand",蹴り込む,kick in,結わえ上げる,tie up,思いやりのある,thoughtful
取り回す,circulate,分かち合う,share,吊るし上がる,hang up,煮込む,boil,撃ち込む,shoot into,物分かりのいい,understanding
釣り上げる,raise (fish),炊き込む,cook,伸び上がる,stretch up,書き上げる,write a book,抱き込む,hold in your arms,気分屋,moody
考え抜く,to think thoroughly,洒落込む,become fashionable,吸い込む,absorb,持ち上がる,be lifted up,滑り込む,slip into,ロマンチック,romantic
走り続ける,to keep running,湿気込む,damp,当て込む,assume,取り残す,leave behind,行き合う,go back and forth,尻が重い,lazy
取り出す,take out,座り込む,sit down,移し取る,transfer,取り消す,cancel,嗅ぎ取る,sniff out,見た目,"looks, appearance"
行き渡る,"to diffuse, to spread",敷き込む,lay out,聴き込む,listen to,取り鎮める,quell,釣り合う,balance,美形,beautiful
助け合う,to help each other,切り合う,cut each other's losses,畳み込む,fold in,歌い上げる,belt out a song,譲り合う,give and take,面食い,physical attraction
剃り上げる,shave up,嵌め込む,fit in,揉み上げる,rub up,ずれ込む,slide in,祭り上げる,hold a festival,交渉,negotiations
取り交わす,interchange,引きずり上げる,drag up,付け上がる,be attached,へたり込む,crouch down,抉り込む,gouge,項目,"item, category"
分け合う,to share,渡り合う,cross each other,まくれ上がる,roll up,抑え込む,hold down,沈め込む,sink,異変,unusual event
取り合う,take each other's hands,張り合う,compete with each other,嵌まり込む,ensnare,手繰り込む,bring in,埋まり込む,immerse,賛成です,I agree
取り戻す,take it back,払い込む,pay in,泳ぎ込む,swim in,取り籠める,shut in,澄み上がる,clear up,全くその通り,absolutely right
乗り続ける,to continue riding,取り上げる,"to pick up, to confiscate",ずり上がる,slip up,繰り込む,bring in,磨き込む,polish,もちろんです,of course
降り続く,to continue to rain or snow,引き上げる,pull up,飛び込む,jump in,取り澄ます,clear,打ち取る,strike (a blow),その通りです,that’s right
話し合う,"to dis cuss, to talk together",寄り合う,come together,すくみ上がる,cower with fright,突っ込む,plunge into,写し取る,make a copy,さてどうしよう,what should I do now?
聞き飽きる,to be tired of hearing,回し込む,roll in,捻じ込む,twist into,数え上げる,count up,見込む,see,さてやってみよっか,"well, let’s try it"
打ち続ける,to hit repeatedly,引っ張り上げる,pull up,送り込む,send in,取り掛かる,set about,挟み込む,tuck in,コーヒーにします,I'll have coffee
押し込む,push into,差し合う,point at each other,折り上げる,fold up,歌い込む,sing,抜き取る,extract,この時計にします,I'll take this watch
歩き続ける,to keep walking,巻き上げる,roll up,落とし込む,drop into,取り入る,"to play up (to), to curry favour",巻き取る,reel off,いい匂いがする,It smells good
取りなす,set apart,折り合う,compromise,めくれ上がる,be rolled up,立て込む,put in,漬け込む,soak in,波の音がする,I hear the waves
刈り上げる,reap,放り込む,toss in,抱き上げる,hold up in one's arms,取り留める,put a stop to,請け合う,receive a request,いつまでも,"forever, indefinitely"
教え込む,give an idea to,祭り込む,enshrine,めかし込む,dress up,着込む,wear,組み込む,incorporate,かつて,"once, before"
取り付く,cling to,買い込む,buy,払い上げる,pay up,取り潰す,squash,えぐり取る,scoop out,とにかく,anyway
引き続く,"to continue, to occur in succession",引き合う,pull against each other,担ぎ上げる,carry up,取り散らす,scatter about,盛り上げる,enliven,ところで,by the way
撃ち抜く,to shoot out,まぶし込む,mix in,取り集める,"to gather, to collect",走り込む,run into,注ぎ込む,Pour in,偶然に,by chance
綴じ込む,bind together,錆び込む,become rusty,出来上がる,it's ready to go,刷り込む,imprint,縫い込む,sew in,わざと,on purpose
踏み込む,step into,彫り上げる,carve up,掻き上げる,scrape up,追い上げる,drive up,触れ合う,touch each other,なるべく,if possible
がめ込む,be cornered,混み合う,intermingle,勝ち上がる,win,取り入れる,"to harvest, to take in",貼り込む,stick in,モデルみたい,like a model
合わせ込む,bring in,吹き上げる,blow up (wind),咥え込む,suck in,練り込む,knead,突き込む,thrust into,ゆめみたい,like a dream
予断,"prediction, prejudgment",生じる,"to produce, to yield",検死,"autopsy, inquest",済んだ,done,回っておこう,I'll go around,あっさり,"easily, quickly"
詰まり,that is to say,指紋,fingerprint,罪,"crime, sin, wrongdoing",認める,"admit, recognise",ようやく,finally,うっかり,carelessly
返す,"to return, to put back",裏,"opposite side, the other side",横断歩道,pedestrian crossing,致死,"lethal, fatal",世論,public opinion,極めて,extremely
返事,"reply, answer",裏口,backdoor,切断,"cutting, severance",安楽死,euthanasia,結論,conclusion,いつも,always
折り返し,"by return, going back",裏切る,to betray,断り,"notice, warning",急死,sudden death,言論,one's speech,普通,"usually, normally"
振り返る,"to turn around, to think back",表裏,"front and back, inside and outside",予断,prediction,死に体,losing posture,論争,dispute,普段,"usually, normally"
返信,"reeky (email, letter, etc)",裏返し,"inside out, upside down",断じて,"absolutely, positively",死亡者,the deceased,口論,quarrel,よく,often
繰り返す,"to repeat, to do over again",裏付け,"support, backing",断言,"assertion, declaration",焼死,death by fire,評論,criticism,しょっちゅう,often
返答,"reply, answer",裏表,"back and front, outside and inside",優柔不断,indecisiveness,死亡率,death rate,論じる,"to discuss, to talk about",たびたび,often
返済,"repayment, reimburse",裏目,reverse side,断固,"firm, determined",不死身,invulnerability,討論,"debate, desicussion",時々,sometimes
返上,"give up, relinquish",裏金,"bribe, shush fund",断熱,insulation,凍死,death from cold,反論,objection,たまに,occasionally
裏返し,"inside out, upside down",裏面,"back, reverse, other side",遮断,"isolation, cut off",検死,autopsy,論理的,logical,めったに,"hardly, seldom"
見返り,"rewards, compensation, collateral",裏書,"endorsement, proof",断行,decisive action,死活,life and death,無論,"of course, certainly",次々に,one after another
返還,"return, restoration",裏切り者,betrayer,断食,fasting,過失致死,accidental homicide,弁論,"discussion, debate",徐々に,gradually
返金,repayment,裏通り,"side street, alleyway",断面,"section, cross-section",枯死,"withering, dying",持論,pet theory,だんだん,little by little
返品,returned goods,裏切り,treachery,遮断機,circuit breaker,脳炎,brain inflammation,総論,general remarks,のんびり,"quietly, freely, leisurely"
返送,send back,裏付ける,"to support, to back up",縦断,"running through, running across",洗脳,brainwashing,正論,sound argument,ゆっくり,slowly
振り返し,"repetition, repeat",裏返す,to turn the other way,断続,intermittent,首脳部,executives,評論家,"critic, reviewer",一所懸命,very hard
恩返し,requital of favour,裏側,"the reverse, other side, lining",寸断,cut into pieces,脳出血,cerebral hemorrage,論議,"discussion, argument",あっさり,"easily, quickly"
言い返す,talk back,裏道,"back lane, back street",死亡,"death, to die",脳波,brain waves,論ずる,"to discuss, to talk about",うっかり,carelessly
返る,"return, come back",裏腹,"opposite, reverse",死体,"dead body, corpse",脳裏,one's mind,論外,out of the question,極めて,extremely
引き返す,"to go back, to turn back",脳裏,one’s mind,必死,"frantic, desperate",脳卒中,stroke,論者,advocate,司法試験,bar examination
裏返す,to turn the other way,裏門,back gate,死刑,death penalty,大脳,cerebrum,論説,editorial,予備試験,preliminary test
寝返り,turning while sleeping,判断,"judgement, decision",生死,life and death,頭脳,"head, brains, intellect",異論,different opinion,基礎試験,preclinical study. basic study
巻き返し,"rally, rollback",横断,"crossing, traversing",死者,"casualty, deceased",脳,brain,方法論,methodology,耐圧試験,pressure test
返却,returning something,断る,"to refuse, to reject",死ぬ,"to die, to pass away",卒業,graduation,論戦,verbal dispute,選抜試験,selection test
生き返る,to revive,油断,"negligence, carelessness",死去,death,率直,"frank, straightforward",論点,point in question,血,blood
折り返す,"to turn up, to fold back",中断,"interruption, suspension",脳死,brain dead,高卒,high school graduate,推論,"inference, deduction",血管,vessels
読み返す,to reread,断然,"firmly, absolutely",死後,after death,新卒,new graduate,論旨,point of argument,骨,bone
見返す,"to look back at, to look again",診断,"diagnosis, medical examination",餓死,starving to death,大卒,university graduate,公論,public opinion,動脈,artery
ひっくり返す,"to be overturned, to tumble down",不断,"constant, persistent",死語,dead language,率先,taking the initiative,対論,arguing face to face,静脈,vein
送り返す,to return back,決断,"decision, determination",死人,corpse,学卒,college graduate,概論,introduction,健康,health
仕返し,"ti for tat, retaliation",無断,without permission,水死,death by drowning,卒業生,the graduate,感情,"emotion, feeling",病気,illness
若返り,rejuvenation,断絶,"extinction, discontinuation",起死回生,revival from brink of death,卒業後,after graduation,感覚,"sense, sensation",胃,stomach
切り返す,"to slash back, to strike back",断水,water suspension,病死,death from illness,卒業式,graduation ceremony,感動,deeply moved,脳,brain
跳ね返る,"to rebound, to recoil",断層,"fault, gap, discrepancy",戦死,death from battle,論理,"logic, logical",感じ,"feeling, sense",肺,lungs
追い返す,to drive away,断定,"conclusion, decision",死因,cause of death,理論,theory,感謝,"thanks, gratitude",足首,ankle
若返る,to be rejuvenated,断つ,"to sever, to cut off",無死,no outs,論文,"thesis, papers",感心,"admiration, being impressed",体がだるい,feel sluggish
返書,"reply, response",断片,"fragment, scrap",死傷者,casualties,議論,argument,感染,"infection, contagion",寒気がする,have a chill
試す,"to attempt, to test, to try out",受験,taking an examination,経験,experience,試験,examination,経験者,experienced person,疲労,"fatigue, weariness"
実験室,laboratory,核実験,nuclear test,試験的,experimental,試験管,test tube,試し,"trial, test",目が霞む,my eye’s gets blurry
模擬試験,mock examination,入学試験,entrence examination,筆記試験,written examination,使用性試験,usability test,実体験,real experience,貧血になる,have an anemia
結合試験,integration test,導通試験,continuity test,外傷体験,traumatic experience,限界試験,marginal test,実験期間,test period,虫に刺される,get a bite
試験項目,test case,試験工程,test process,試験楽,experimental drug,試験目的,test purpose,試験パターン,test pattern,とげが刺さる,get a sliver
受入試験,acceptance test,ベンチマーク試験,benchmark test,パイロット試験,pilot test,体験版,trial version,試験片,test specimen,目眩がする,"feel dizzy, feel faint"
確認試験,validation test,環境試験,environmental testing,折り返し試験,loop back test,局所的試験法,local test methods,受け渡し試験,delivery test,意識が遠ざかる,slowly loose consciousness
互換性試験,compatibility test,対照実験,control experiment,試験施設,test facility,臨床試験,clinical study,実験装置,experimental device,意識を遠ざける,slowly loose consciousness
実験網,test network,実証実験,proof of concept,試験端末,test terminal,臨界実験,critical experiment,検証試験,verification test,意識不明になる,become unconscious
圧縮試験,compression test,試験番号,examinees’s number,職務経験,work experience,経験済み,experienced,遠隔試験法,remote test method,足首を捻挫する,twist one’s ankle
頭,head,舌,tongue,額,forehead,三つ編み,braid hair,筋肉,muscles,小指が腫れる,my little finger swells
耳,ears,歯,teeth,頬骨,cheekbones,白髪,white hair,胸,chest,足がむかむ,legs bloat
首,neck,顎,chin,瞳,pupil,禿頭,bald head,腹,abdomen,下痢をする,have diarrhea
髪,hair,唇,lips,喉,throat,前髪,bangs,腿,thigh,妊娠する,get pregnant
眉毛,eyebrow,指,fingers,後頭部,back of the head,肩,shoulder,臓器,organs,歯を矯正する,have braces
目,eye,足指,toes,口ひげ,mustache,手,hand,消化器系,digestive system,湿疹ができる,have eczema
鼻,nose,まつ毛,eyelash,あごひげ,beard,腕,arm,呼吸器系,respiratory system,皮膚をかく,scratch one’s skin
口,mouth,まぶた,eyelid,ひげ,mustache、beard,肘,elbow,神経系,nervous sytem,体が弱る,become weak
頬,cheek,歯茎,gums,髪の毛,hairstyle,膝,knee,骨格,"skeletal system,",痛みが強まる,pain increases
顔,face,鼻腔,nostrils,髪型,haircut,足,foot,皮膚,skin,嫌味を和らげる,eases the pain
心臓,heart,腎臓,kidneys,腸,intestines,肝臓,liver,脚,leg,痛みが和らぐ,the pain eases
行動的,active,恥ずかしい,shy,まともな,"proper, upright",情けない,shameful,恥をかく,feel embarrassed,出産する,give birth
積極的,aggressive,たわいない,silly,大柄な,big-built,望ましい,desirable,うつむく,cast one’s eye’s downward,便秘になる,get constipated
意欲的,ambitious,賢い,smart,小柄な,"small-built, petit",好ましい,"desirable, appropriate",うなずく,to nod,安静にする,rest
勇敢,brave,強い,strong,活発な,active,申し分がない,"no shortcomings, perfect",まばたきする,"to blink, to wink",痛みが弱まる,pain decreases
慎重,careful,センスがいい,artistic,有望な,promising,快い,"pleasant, agreeable",つぶる,to close (eyes),入院する,be hospitalized
独創的,creative,落ち着いた,calm,純粋な,"innocent, pure",清々しい,refreshing,呟く,"to mutter, to murmur",退院する,released from hospital
勤勉,diligent,カリスマ性がある,charismatic,無邪気な,"simpleminded, innocent",爽快な,"refreshing, invigorating",口ずさむ,to hum (a tune),付き添う,"to attend on, accompany"
のんき,easygoing,活気のある,energetic,創造的な,creative,待ち遠しい,anxiously awaited,むせる,to be choked by,熱中症,heatstroke
感情的,emotional,心大きい,generous,温和な,"mild, gentle",心強い,"reassuring, feel secure",ささやく,whisper,花粉症,hay fever
熱心,enthusiastic,血あり涙あり,sympathetic,気さくな,"friendly, sociable",心細い,"helpless, unpromising",抓る,"to pinch, to nip",喘息,asthma
外向的,extroverted,思いやりのある,thoughtful,おおらかな,"broad-minded, composed",空しい,"empty, void, vain",むしる,"to pluck, to pick, to pull",肺炎,pneumonia
フレンドリー,friendly,物分かりのいい,understanding,素朴な,"simple, artless",切ない,painful,めくる,to turn over,頑固な,stubborn
勤勉,hard-working,気分屋,moody,デリケートな,delicate,物足りない,"unsatisfied, unsatisfactory",つまむ,"to pinch, to pick up",節約する,"economising, saving"
誠実,honest,ロマンチック,romantic,気まぐれな,"fickle, whim",わずらわしい,"troublesome, annoying",つむ,"to pick, to pluck",不用品,"clutters, disused article"
優柔不断,indecisive,尻が重い,lazy,近寄りがたい,hard to approach,うっとうしい,"gloomy, depressing",さする,"to rub, to pat, to stroke",ゴミ,garbage
利口,intelligent,愛想がいい,"cheerful, amiable",無口な,"quite, untalkative",うざい,"annoying, gloomy",弄る,"to play with, to touch",生ごみ,kitchen garbage
内向的,introverted,センスがいい,have a good sense,陰気な,gloomy,ばかばかしい,ridiculous,はたく,"to dust, to remove dust",資源ごみ,recyclable garbage
親切,kind,気立がいい,good-natured,物好きな,curious,痛ましい,"pitiful, sad, heartbreaking",掬う,"to scoop, to ladle out",乗客,a passenger
無邪気,naive,いさぎよい,"manly, gallant, pure",孤独な,lonesome,きまりが悪い,"embarrassed, shameful",空く,"to prick, stab, use",観光に依存する,to depend on tourism
腕白,naughty,情け深い,sympathetic,臆病な,timid,あさましい,"mean, despicable",包む,to wrap,止まる,stop
丁寧,polite,用心深い,cautious,なれなれしい,overly friendly,おっかない,"frightening, scary",丸める,"to make round, to roll up, curl up",食べてみたところ,I tried to eat it
静か,quiet,りりしい,"gallant, brave",いやらしい,"indecent, dirty",怖い,scary,擦る,to strike (match),作付け,planting
自己チュー,selfish,若々しい,look young,卑しい,greedy,楽しい,"enjoyable, fun",指す,to point,今夜,tonight
まじめ,serious,勇ましい,"brave, valiant",しぶとい,"unyielding, tenacious",ふさわしい,"appropriate, worthy",横になる,to lie down,一方通行,one-way traffic
社交的,social,逞しい,"strong, sturdy",荒っぽい,"rough, coarse",見苦しい,"disgraceful, deplorable",うつ伏せになる,lying face down,緩い,loose
おろか,stupid,思いやりがある,thoughtful,金遣いが荒い,extravagant,心苦しい,"being sorry, feeling sorry",仰向けになる,lie on one’s back,下手,not good
不安になる,anxious,思いやる,be kind to,おせっかいな,nosy,焦る,"flustered, panic",反らす,"to bend, to curve",図書,books
怒りっぽい,bad-tempered,気品がある,dignified,おっちょこちょいな,careless,呆れる,"amazed, shocked, astonished",曲げる,to bend,知りつつ,knowingly
つまらない,boring,色気がある,sexy,でしゃばりな,intrusive,気に障る,hurt someone’s feelings,跨る,to mount,傷付く,to be wounded
かっこいい,cool,しとやか,"gentle, modest",きざな,showy,癪に障る,to irritate,浸かる,to be soaked,ソケット,a socket
面白い,funny,チャーミング,charming,ルーズな,sloppy,癇に障る,to irritate,潜る,"to go under, to go through",悪用,misuse
面白い,humorous,忠実な,"diligent, hardworking",群れいな,rude,拗ねる,"sulking, pouting",もがく,to struggle,条件付き,conditionally
優しい,nice,生真面目な,"earnest, sincere",美形,beautiful (form),気兼ねする,"constraint, hesitant",足掻く,to struggle,間近,near
忍耐強い,patient,勤勉な,"diligent, hardworking",面食い,physical attraction,むかつく,"feel irritated, feel nauseous",さまよう,"to loiter, to wander about",消防署,a fire station
頼もしい,reliable,誠実な,"sincere, honest",イケ面,good looking,素直な,"honest, frank",不器用な,clumsy,図書館,a library
居間,living room,電気にスイッチ,light switch,机,desk,座布団,floor cushion,家賃,monthly payment,注文品,ordered goods
バルコニー,balcony,コンセント,electric socket,浴室,bathroom,炊飯器,rice cooker,敷金,security deposit,立ち上がる,stand up
手すり,railing,家,"home, house",お手洗い,"toilet, lavatory",包丁,knife,礼金,fee paid for rental rights,注ぎ込む,to pour into
天井,ceiling,アパート,apartment,蛇口,water tap,庭,"garden, yard",管理費,caretaker fee,寝袋,a sleeping bag
鍵,keys,屋根,roof,洗面台,"sink, washroom",家庭,"home, household",大家,landlord,稚魚,fingerling
絵画,paintings,屋根裏,"attic, loof",シャワー,shower,冷房,"cooling, air-conditioning",賃貸,"rent, lease",本書とともに,together with this book
ランプ,lamp,地下,"basement, cellar",お風呂,bathtub,暖房,indoor heating,住宅,residence,モスク,a mosque
椅子,chair,車庫,garage,浴槽,bathtub,洗濯機,washing machine,自宅,one's residence,出張,a business trip
壁,wall,玄関,entrance,便器,toilet,掃除機,vacuum cleaner,近所,neighborhood,平成,heisei
テレビ,television,台所,kitchen,エレベーター,elevator,布団,"futon, japanese bedding",食卓,dining table,賜物にほかならない,nothing but a gift
コーヒーテーブル,coffee table,電子レンジ,microwave oven,ドア,door,ドライヤー,dryer,間取り,"layout (house, etc)",噴水,a fountain
絨毯,carpet,レンジフード,cooker hood,鉢植え,plotted plant,乾燥機,drying machine,外観,exterior,付く,comes with
エアコン,aircon,戸棚,cabinet,入浴する,to bathe,蛇口を捻る,turn on a tap,設計,design,キャンプに行く,to go camping
テーブル,table,冷蔵庫,refrigerator,掃除する,to clean,水が凍る,water freezes,図案,"design, sketch",眉,eyebrows
ソファ,sofa,オーブン,oven,ガスレンジ,gas range,冷凍して,"freeze, refrigerate",改装する,"renovation, remodeling",噛み付く,to bite (at)
床,floor,やかん,kettle,流し,sink,保存する,"preserve, store",据え付ける,"to install, equip, set up",予約する,to book
カーテン,curtain,トースター,toaster,ヒーター,heater,温める,"to warm, to heat",構える,"to set up, build, assume",多数,many
窓,window,ストーブ,stove,窓ガラス,window glass,ビールを冷やす,chill the beer,扉,"door, gate, opening",帰省,returning home
枕,pillow,勉強部屋,study room,雨戸,shutter,氷になる,turn into ice,ペットボトル,pet bottle,切ってでも,even if it means cutting
ベッド,bed,電気スタンド,table lamp,網戸,screen,冷える,"cold, chilled",レジ袋,plastic bag,塔,tower
寝室,bedroom,引き出し,drawer,家電,house appliance,凍結する,freezing,家電製品,electronic appliances,付近,neighborhood
部屋,room,本棚,book shelf,家具,furnitures,暖房をつける,turn the heater on,省エネ,energy-saving,付着,sticking to
畳む,to fold,溜まる,"piles up, gathers",湿っている,not dry,濡れている,wet,溜める,"to pile up, to gather",親しむ,to be intimate with
乾く,to get dry,乾かす,"to dry, to desiccate",干す,"to dry, to air, to put out to dry",汚す,to make dirty,汚れる,to get dirty,亡霊,departed spirit
実家,one’s parents home,物置,storage room,壁紙,wallpaper,光熱費,utilities fee,移転先,new address,破る,breaking
通学,commute to school,通勤,commute to work,運送会社,transport company,家主,"house owner, landlord",扇風機,electric fan,金魚,goldfish
伺う,"to ask, inquire, hear",肯定,affirmation,気帽子,fur hat,地肌,"texture, grain, natural skin",香辛料,"spice, condiments",子牛,calf
進退伺い,unofficial resignation,肯く,to nod,安全帽,safety helmet,肌寒い,chilly,辛うじて,"barely, narrowly",予約注文,pre-order
様子を伺う,to wait and see,頷く,to nod,野球帽,baseball cap,皮膚病,skin disease,辛い,"painful, bitter, tough",和牛,wagyu beef
機会を伺う,to wait for an opportunity,憎悪,hatred,お菓子,"confectionery, sweets",肌触り,"the touch of, feel of, texture",唐辛子,chili pepper,魚群,school of fish
伺い書,request form,憎しみ,hatred,和菓子,japanese confectionery,皮膚科,dermatology,辛抱,"patience, endurance",派閥,faction
伺い事,"inquiry, enquiry",醜い,"ugly, unattracted",菓子屋,confectionery shop,木肌,bark of a tree,塩辛い,salty,交付,"delivery, issuance"
滴,"a drop, drip",憎い,hateful,駄菓子,cheap sweets,畳,tatami,辛苦,"hardship, toil, trouble",訪問する,to visit
水滴,drop of water,憎む,"to hate, to detest",洋菓子,western sweets,畳む,"to fold, to close",辛抱強い,"patient, preserving",顔付き,(outward) looks
点滴,"raindrops, drip-feed, iv",愛憎,love and hate,駄菓子屋,small-time candy store,折り畳む,to fold up,辛勝,narrow victory,崩れる,collapse
滴る,"drips, drop",あいにく,unfortunately,水菓子,jelly dessert,折り畳み傘,folding umbrella,辛酸,hardships,受付,a receptionist
雨滴,raindrop,憎らしい,"hateful, detestable",氷菓子,frozen dessert,偉大,"grand, great, magnificent",辛子,mustard,枕,a pillow
油滴,drop of oil,憎み合う,hate each other,焼き菓子,baked sweets,偉い,"great, excellent",中辛,medium-spicy,翌朝,next morning
涙滴型,teardrop-shaped,憎悪犯罪,hate crime,綿菓子,cotton candy,偉人,great person,辛さ,"pain, bitternes",プレゼント,a present
涙滴状,teardrop-shaped,憎からず,"affectionately, tenderly",蒸し菓子,steamed confection,偉業,great work,偶然,"coincidence, chance",魚釣り,fishing
液滴,droplet,憎悪表現,hate speech,干菓子,dried candies,偉効,great effect,配偶者,spouse,バス停,bus stop
点滴器,dropper,符号,"sign, mark, code",沸騰,"boiling, seething",偉観,magnificent sight,偶々,occasionally,読み書き,reading and writing
曇り,cloudy weather,切符,ticket,沸かす,"to boil, to heat",粒,"grain, bead, drop",偶像,"image, idol, statue",学長,dean
曇る,to get cloudy,終止符,"full stop, end",沸く,to grow hot,粒子,"particle, grain",偶発,sudden outbreak,陸上,land
曇り空,cloudy sky,符合,"agreement, conformity",湯沸かし器,water-heater,素粒子,elementary particle,偶数,even number,昨年,last year​
雨曇り,overcast weather,音符,musical note,茹でる,to boil something in hot water,米粒,grain of rice,偶に,occasionally,昨今,nowadays
挟む,"to hold between, to grip",疑問符,question mark,茹で卵,boiled egg,大粒,"large drop, large grain",偶発的,"accidentally, occasional",昨年度,previous year
挟まる,"to get between, caught in",符号化,"encoding, coding",固茹で,hard-boiled,小粒,"small drop, small grain",偶然にも,by chance,昨晩,last night
挟み撃ち,pincer attack,符丁,"mark, symbol, code",茹で時間,boiling time,顆粒,granule,隅,"corner, nook",スムーズ,smooth
挟殺,rundown,切符売り場,ticket window,生茹で,half-boiled,荷電粒子,charge particle,片隅,"corner, hook",スナップ,snap
口を挟む,cut into a  conversation,片道切符,one-way ticket,茹で麺,boiled noodles,粒度,particle size,一隅,"corner, hook",雪,snow
耳を挟む,happen to hear,小舟,small boat,塔,"tower, pagoda",全粒,whole grain,隅々,"corners, hooks",それで,so
差し挟む,to interrupt,渡し船,ferryboat,管制塔,control tower,筒,"pipe, tube, cyclinder",四隅,four corners,いわゆる,so-called
言葉を挟む,"to cut its, to butt in",舟艇,"boat, watercraft",鉄塔,steel tower,封筒,envelope,右上隅,top right corner,サッカー,soccer
